"State/Province","Area",module,Magento_Checkout
"Position", "Default"
"State/Province","Area",module,Magento_Checkout
"Change Language","تغيير اللغة",module,Magento_Store
"We only accept valid mobile numbers. Landline numbers cannot be accepted.","We only accept valid mobile numbers. Landline numbers cannot be accepted."
"Phone Number","Mobile Number"
